produto_descricao;produto_quantidade;produto_unidade_comercial;produto_valor_unitario_comercializacao;nota_data_emissao
B2;48;UN;10,37;20210316
B2;48;UN;10,37;20210226
B2;48;UN;11,42;20210522
B2;48;UN;11,42;20210610
B2;48;UN;11,42;20210711
B2;48;UN;11,42;20210806
B2;48;UN;11,42;20210913
B2;72;UN;10,37;20210329
B3;24;UN;20,72;20210309
B3;24;UN;20,72;20210316
B3;24;UN;20,72;20210319
B3;24;UN;20,72;20210320
B3;24;UN;20,72;20210326
B3;24;UN;20,72;20210220
B3;24;UN;20,72;20210226
B3;24;UN;22,81;20210502
B3;24;UN;22,81;20210502
B3;24;UN;22,81;20210507
B3;24;UN;22,81;20210707
B3;24;UN;22,81;20210806
B3;24;UN;22,81;20210908
B3;24;UN;22,81;20210908
B3;24;UN;22,81;20210927
B3;48;UN;20,72;20210313
B3;48;UN;20,72;20210329
B3;48;UN;20,72;20210329
B3;48;UN;22,81;20210531
B3;48;UN;22,81;20210719
B3;48;UN;22,81;20210813
B3;48;UN;22,81;20210927
B3;96;UN;22,81;20210422
B3;144;UN;22,81;20210516
B2;48;UN;10,37;20210325
B2;48;UN;10,37;20210325
A9;5;UN;145,58;20210730
A9;10;UN;145,58;20210917
A9;10;UN;145,58;20210730
B0;240;UN;32,02;20210428
B0;360;UN;32,02;20210730
B0;480;UN;29,09;20210228
B0;480;UN;32,02;20210705
B0;660;UN;29,09;20210313
B0;660;UN;32,02;20210621
B0;1500;UN;32,02;20210426
B0;1920;UN;32,02;20210922
B1;45;UN;8,96;20210422
B4;45;UN;4,96;20210913
B4;45;UN;4,96;20210922
B2;24;UN;11,42;20210730
B2;48;UN;11,42;20210913
B2;48;UN;11,42;20210922
B3;24;UN;22,81;20210621
B3;24;UN;22,81;20210705
B3;96;UN;22,81;20210705
B3;120;UN;22,81;20210922
B3;168;UN;22,81;20210917
B0;25;UN;29,09;20210316
B0;25;UN;29,09;20210318
B0;25;UN;32,02;20210814
B0;25;UN;32,02;20210820
B0;25;UN;32,02;20210427
B0;50;UN;32,02;20210513
B0;60;UN;29,09;20210228
B0;60;UN;32,02;20210709
B3;24;UN;22,81;20210709
B3;24;UN;22,81;20210503
B3;48;UN;20,72;20210219
A9;5;UN;147,63;20210709
A9;5;UN;147,63;20210728
B0;60;UN;32,47;20210709
A8;90;UN;7,81;20210331
B0;60;UN;29,5;20210331
B1;45;UN;9,09;20210913
B4;45;UN;5,02;20210913
B2;24;UN;10,51;20210331
B3;96;UN;21,01;20210331
B3;96;UN;23,13;20210713
A8;45;UN;7,2;20210306
A8;45;UN;7,2;20210306
A8;45;UN;7,2;20210328
A8;45;UN;7,2;20210218
A8;45;UN;7,93;20210420
A8;45;UN;7,93;20210507
A8;45;UN;7,93;20210514
A8;45;UN;7,93;20210529
A8;45;UN;7,93;20210611
A8;45;UN;7,93;20210805
A8;45;UN;7,93;20210829
A8;45;UN;7,93;20210911
A8;90;UN;7,2;20210317
A8;90;UN;7,2;20210326
A8;90;UN;7,93;20210522
A8;90;UN;7,93;20210626
A8;90;UN;7,93;20210709
A8;135;UN;7,93;20210422
A8;135;UN;7,93;20210829
A8;180;UN;7,93;20210618
A8;180;UN;7,93;20210925
A8;225;UN;7,93;20210926
A8;270;UN;7,93;20210716
A8;360;UN;7,93;20210921
A8;405;UN;7,93;20210727
A8;540;UN;7,93;20210812
B0;60;UN;27,2;20210306
B0;60;UN;27,2;20210306
B0;60;UN;29,94;20210722
B0;120;UN;27,2;20210317
B0;120;UN;27,2;20210228
B0;120;UN;29,94;20210618
B0;120;UN;29,94;20210923
B0;180;UN;27,2;20210228
B0;180;UN;29,94;20210514
B0;240;UN;27,2;20210320
B0;240;UN;27,2;20210228
B0;240;UN;27,2;20210228
B0;240;UN;29,94;20210427
B0;240;UN;29,94;20210709
B0;240;UN;29,94;20210727
B0;300;UN;27,2;20210326
B0;300;UN;29,94;20210529
B0;360;UN;29,94;20210522
B0;420;UN;29,94;20210503
B0;480;UN;29,94;20210830
B0;540;UN;29,94;20210820
B0;600;UN;27,2;20210301
B0;660;UN;29,94;20210805
B0;720;UN;29,94;20210611
B0;840;UN;29,94;20210425
B0;840;UN;29,94;20210812
B0;1380;UN;29,94;20210626
B0;1560;UN;29,94;20210911
B1;45;UN;8,38;20210618
B1;45;UN;8,38;20210626
B1;45;UN;8,38;20210711
B1;45;UN;8,38;20210727
B1;45;UN;8,38;20210731
B1;45;UN;8,38;20210805
B1;45;UN;8,38;20210831
B1;45;UN;8,38;20210916
B1;45;UN;8,38;20210923
B1;45;UN;8,38;20210930
B1;90;UN;8,38;20210716
B1;90;UN;8,38;20210831
B1;90;UN;8,38;20210911
B1;90;UN;8,38;20210925
B4;24;UN;4,63;20210422
B4;45;UN;4,21;20210326
B4;45;UN;4,63;20210614
B4;45;UN;4,63;20210830
B4;45;UN;4,63;20210925
B2;24;UN;9,7;20210306
B2;24;UN;9,7;20210326
B2;24;UN;9,7;20210328
B2;24;UN;9,7;20210328
B2;24;UN;9,7;20210213
B2;24;UN;10,68;20210503
B2;24;UN;10,68;20210514
B2;24;UN;10,68;20210711
B2;24;UN;10,68;20210716
B2;24;UN;10,68;20210722
B2;24;UN;10,68;20210727
B2;24;UN;10,68;20210812
B2;24;UN;10,68;20210829
B2;24;UN;10,68;20210831
B2;24;UN;10,68;20210923
B2;24;UN;10,68;20210930
B2;48;UN;9,7;20210317
B2;48;UN;10,68;20210422
B2;48;UN;10,68;20210507
B2;48;UN;10,68;20210529
B2;48;UN;10,68;20210805
B2;48;UN;10,68;20210829
B2;48;UN;10,68;20210916
B2;48;UN;10,68;20210925
B2;72;UN;10,68;20210611
B2;72;UN;10,68;20210626
B2;72;UN;10,68;20210911
B2;96;UN;10,68;20210522
B3;24;UN;19,38;20210306
B3;24;UN;19,38;20210313
B3;24;UN;19,38;20210226
B3;24;UN;21,33;20210427
B3;48;UN;19,38;20210213
B3;48;UN;21,33;20210503
B3;48;UN;21,33;20210727
B3;48;UN;21,33;20210831
B3;48;UN;21,33;20210831
B3;72;UN;19,38;20210317
B3;72;UN;19,38;20210218
B3;72;UN;21,33;20210422
B3;72;UN;21,33;20210731
B3;72;UN;21,33;20210916
B3;72;UN;21,33;20210923
B3;96;UN;19,38;20210306
B3;96;UN;19,38;20210326
B3;96;UN;21,33;20210507
B3;96;UN;21,33;20210514
B3;96;UN;21,33;20210529
B3;96;UN;21,33;20210812
B3;96;UN;21,33;20210831
B3;120;UN;19,38;20210328
B3;120;UN;21,33;20210611
B3;120;UN;21,33;20210722
B3;120;UN;21,33;20210925
B3;144;UN;19,38;20210328
B3;240;UN;21,33;20210522
B3;240;UN;21,33;20210630
B3;240;UN;21,33;20210805
B3;240;UN;21,33;20210911
B3;384;UN;21,33;20210630
B2;6000;UN;10,68;20210908
A8;45;UN;8,48;20210828
A8;90;UN;8,48;20210710
A8;90;UN;8,48;20210716
A8;90;UN;8,48;20210726
A8;90;UN;8,48;20210925
A8;90;UN;8,48;20210927
A8;135;UN;8,48;20210805
A8;135;UN;8,48;20210828
A8;135;UN;8,48;20210922
A8;225;UN;8,48;20210727
A8;225;UN;8,48;20210922
A8;270;UN;8,48;20210626
A8;315;UN;8,48;20210812
B0;60;UN;29,09;20210228
B0;60;UN;32,02;20210914
B0;60;UN;32,02;20210916
B0;60;UN;32,02;20210925
B0;120;UN;29,09;20210306
B0;120;UN;29,09;20210326
B0;120;UN;29,09;20210228
B0;120;UN;32,02;20210727
B0;180;UN;29,09;20210306
B0;180;UN;32,02;20210516
B0;180;UN;32,02;20210726
B0;180;UN;32,02;20210805
B0;240;UN;29,09;20210228
B0;240;UN;32,02;20210716
B0;420;UN;29,09;20210328
B1;45;UN;8,96;20210609
B1;45;UN;8,96;20210727
B1;45;UN;8,96;20210727
B1;45;UN;8,96;20210908
B1;45;UN;8,96;20210908
B1;45;UN;8,96;20210908
B1;45;UN;8,96;20210916
B1;45;UN;8,96;20210924
B1;135;UN;8,14;20210218
B1;135;UN;8,14;20210226
B1;135;UN;8,96;20210711
B1;135;UN;8,96;20210908
B1;135;UN;8,96;20210916
B1;135;UN;8,96;20210925
B1;180;UN;8,96;20210805
B1;225;UN;8,96;20210716
B1;270;UN;8,14;20210306
B1;270;UN;8,14;20210226
B1;315;UN;8,14;20210216
B1;405;UN;8,14;20210328
B2;24;UN;10,37;20210306
B2;24;UN;11,42;20210618
B2;24;UN;11,42;20210819
B2;24;UN;11,42;20210828
B2;24;UN;11,42;20210913
B2;24;UN;11,42;20210916
B2;24;UN;11,42;20210924
B2;48;UN;10,37;20210318
B2;48;UN;10,37;20210326
B2;48;UN;10,37;20210218
B2;48;UN;11,42;20210626
B2;48;UN;11,42;20210716
B2;48;UN;11,42;20210726
B2;48;UN;11,42;20210925
B2;72;UN;11,42;20210828
B2;96;UN;10,37;20210306
B2;96;UN;11,42;20210711
B2;120;UN;10,37;20210216
B2;144;UN;10,37;20210326
B2;144;UN;10,37;20210226
B2;168;UN;10,37;20210328
B2;168;UN;11,42;20210805
B3;24;UN;20,72;20210314
B3;24;UN;22,81;20210529
B3;24;UN;22,81;20210609
B3;24;UN;22,81;20210924
B3;48;UN;20,72;20210306
B3;48;UN;20,72;20210218
B3;48;UN;22,81;20210726
B3;48;UN;22,81;20210925
B3;72;UN;20,72;20210306
B3;72;UN;20,72;20210211
B3;96;UN;20,72;20210326
B3;96;UN;20,72;20210226
B3;96;UN;22,81;20210503
B3;96;UN;22,81;20210506
B3;96;UN;22,81;20210516
B3;96;UN;22,81;20210630
B3;96;UN;22,81;20210727
B3;120;UN;20,72;20210328
B3;120;UN;22,81;20210716
B3;144;UN;22,81;20210805
A8;45;UN;8,48;20210522
A8;45;UN;8,48;20210726
A8;45;UN;8,48;20210504
A8;45;UN;8,48;20210812
A8;72;UN;7,7;20210309
A8;72;UN;7,7;20210309
A8;90;UN;8,48;20210921
A8;135;UN;8,48;20210516
A8;135;UN;8,48;20210716
A8;180;UN;8,48;20210828
B0;60;UN;32,02;20210504
B0;60;UN;32,02;20210626
B0;120;UN;29,09;20210228
B0;120;UN;29,09;20210228
B0;120;UN;32,02;20210805
B0;120;UN;32,02;20210812
B0;144;UN;29,09;20210228
B0;180;UN;32,02;20210916
B0;240;UN;32,02;20210516
B0;312;UN;29,09;20210309
B0;312;UN;29,09;20210309
B0;600;UN;32,02;20210710
B0;600;UN;32,02;20210913
B1;45;UN;8,14;20210319
B1;45;UN;8,14;20210328
B1;45;UN;8,96;20210923
B1;90;UN;8,96;20210916
B1;135;UN;8,14;20210406
B1;135;UN;8,96;20210422
B4;45;UN;4,96;20210522
B2;24;UN;10,37;20210226
B2;24;UN;10,37;20210309
B2;24;UN;10,37;20210309
B2;48;UN;10,37;20210319
B2;96;UN;10,37;20210406
B2;96;UN;11,42;20210422
B3;24;UN;20,72;20210214
B3;24;UN;20,72;20210226
B3;24;UN;20,72;20210314
B3;24;UN;20,72;20210319
B3;24;UN;20,72;20210328
B3;24;UN;20,72;20210329
B3;24;UN;22,81;20210716
B3;24;UN;22,81;20210614
B3;48;UN;20,72;20210215
B3;48;UN;22,81;20210630
B3;72;UN;20,72;20210406
B3;72;UN;22,81;20210422
B3;120;UN;22,81;20210913
B0;180;UN;32,02;20210427
B2;24;UN;11,42;20210611
A8;945;UN;8,6;20210705
A8;3555;UN;8,6;20210729
A9;5;UN;147,63;20210529
A9;10;UN;147,63;20210921
B0;60;UN;29,5;20210314
B0;60;UN;32,47;20210428
B0;60;UN;32,47;20210705
B0;120;UN;29,5;20210228
B0;120;UN;32,47;20210426
B0;480;UN;32,47;20210617
B1;45;UN;9,09;20210831
B1;45;UN;9,09;20210921
B4;24;UN;4,56;20210226
B4;45;UN;4,56;20210314
B4;45;UN;5,02;20210828
B3;24;UN;21,01;20210314
B3;24;UN;23,13;20210428
B3;24;UN;23,13;20210729
A8;45;UN;8,6;20210507
A8;90;UN;8,6;20210828
A8;90;UN;8,6;20210921
A8;90;UN;8,6;20210925
A8;135;UN;8,6;20210805
A8;180;UN;8,6;20210516
A8;180;UN;8,6;20210529
A8;225;UN;8,6;20210727
A8;405;UN;8,6;20210522
A8;495;UN;8,6;20210930
A8;540;UN;8,6;20210812
A8;540;UN;8,6;20210911
A8;585;UN;8,6;20210902
A8;630;UN;8,6;20210924
A8;675;UN;8,6;20210609
A8;675;UN;8,6;20210625
A8;720;UN;8,6;20210722
A9;5;UN;134,11;20210313
A9;5;UN;134,11;20210319
A9;5;UN;147,63;20210522
A9;5;UN;147,63;20210614
A9;5;UN;147,63;20210625
A9;5;UN;147,63;20210716
A9;5;UN;147,63;20210805
A9;5;UN;147,63;20210828
A9;5;UN;147,63;20210828
B0;60;UN;29,5;20210228
B0;360;UN;32,47;20210819
B0;600;UN;29,5;20210228
B0;660;UN;29,5;20210228
B0;900;UN;32,47;20210618
B0;960;UN;29,5;20210228
B0;1020;UN;29,5;20210309
B0;1260;UN;32,47;20210911
B0;1320;UN;32,47;20210812
B0;1500;UN;32,47;20210529
B0;1560;UN;32,47;20210625
B0;1860;UN;29,5;20210301
B0;4200;UN;32,47;20210609
B0;4860;UN;29,5;20210309
B1;45;UN;9,09;20210722
B1;45;UN;9,09;20210805
B1;45;UN;9,09;20210831
B1;45;UN;9,09;20210911
B1;90;UN;9,09;20210924
B4;45;UN;4,56;20210328
B4;45;UN;5,02;20210507
B4;135;UN;5,02;20210609
B4;135;UN;5,02;20210618
B4;135;UN;5,02;20210625
B4;135;UN;5,02;20210827
B4;270;UN;5,02;20210522
B2;48;UN;10,51;20210326
B2;48;UN;11,58;20210805
B2;48;UN;11,58;20210819
B2;48;UN;11,58;20210828
B2;96;UN;11,58;20210516
B2;168;UN;11,58;20210507
B2;168;UN;11,58;20210812
B2;192;UN;10,51;20210328
B2;384;UN;11,58;20210609
B2;432;UN;11,58;20210522
B3;24;UN;23,13;20210819
B3;192;UN;21,01;20210226
B3;216;UN;21,01;20210217
B3;216;UN;21,01;20210227
B3;264;UN;23,13;20210911
B3;288;UN;21,01;20210309
B3;384;UN;23,13;20210516
B3;600;UN;21,01;20210218
B3;960;UN;23,13;20210507
B3;1608;UN;21,01;20210309
B3;1752;UN;23,13;20210522
B3;1776;UN;23,13;20210529
B3;3096;UN;23,13;20210609
A8;135;UN;6,74;20210321
B0;60;UN;25,48;20210228
B0;60;UN;25,48;20210321
B0;60;UN;28,04;20210920
B0;60;UN;28,04;20210529
B0;60;UN;28,04;20210826
B0;120;UN;25,48;20210228
B0;120;UN;28,04;20210529
B0;240;UN;28,04;20210703
B0;300;UN;28,04;20210506
B2;24;UN;10;20210826
B2;24;UN;10;20210529
B2;24;UN;10;20210715
B2;48;UN;9,08;20210321
B2;48;UN;10;20210826
B2;48;UN;10;20210529
B3;24;UN;18,15;20210214
B3;24;UN;19,98;20210529
B3;24;UN;19,98;20210529
B3;24;UN;19,98;20210506
B3;24;UN;19,98;20210707
B3;24;UN;19,98;20210731
A8;495;UN;8,6;20210728
A8;810;UN;8,6;20210927
A9;5;UN;147,63;20210427
B0;60;UN;29,5;20210228
B0;60;UN;29,5;20210313
B0;60;UN;32,47;20210728
B1;45;UN;8,26;20210317
B1;90;UN;8,26;20210226
B1;90;UN;9,09;20210427
B1;90;UN;9,09;20210702
B1;135;UN;9,09;20210728
B1;225;UN;9,09;20210922
B1;270;UN;8,26;20210313
B1;360;UN;9,09;20210730
B4;90;UN;5,02;20210922
B4;135;UN;5,02;20210702
B2;24;UN;11,58;20210427
B2;96;UN;11,58;20210922
B2;120;UN;11,58;20210728
B2;168;UN;10,51;20210313
B3;24;UN;21,01;20210313
B3;24;UN;23,13;20210922
A8;2250;UN;8,6;20210702
A8;4185;UN;8,6;20210731
A8;5265;UN;8,6;20210820
A8;12870;UN;8,6;20210921
A9;5;UN;147,63;20210820
B0;20;UN;29,5;20210314
B0;60;UN;32,47;20210429
B0;60;UN;32,47;20210921
B0;120;UN;32,47;20210426
B1;45;UN;9,09;20210617
B1;45;UN;9,09;20210730
B1;90;UN;9,09;20210921
B4;450;UN;5,02;20210829
B4;540;UN;5,02;20210829
B2;144;UN;11,58;20210702
B2;504;UN;11,58;20210921
B2;600;UN;11,58;20210731
B3;48;UN;21,01;20210314
B3;48;UN;23,13;20210617
A8;180;UN;8,6;20210416
B0;300;UN;32,47;20210926
B0;420;UN;29,5;20210309
A8;45;UN;8,6;20210616
A8;90;UN;7,81;20210323
A8;90;UN;8,6;20210513
A8;135;UN;8,6;20210416
A8;225;UN;8,6;20210521
A8;495;UN;8,6;20210714
B0;60;UN;29,5;20210228
B0;60;UN;29,5;20210315
B0;60;UN;29,5;20210320
B0;60;UN;32,47;20210513
B0;60;UN;32,47;20210426
B0;60;UN;32,47;20210616
B0;60;UN;32,47;20210622
B0;180;UN;32,47;20210521
B0;240;UN;32,47;20210714
B1;45;UN;9,09;20210714
B1;45;UN;9,09;20210831
B2;48;UN;10,51;20210323
B2;48;UN;11,58;20210513
B2;72;UN;11,58;20210521
B2;96;UN;11,58;20210714
B2;96;UN;11,58;20210616
B3;14;UN;23,13;20210623
B3;24;UN;21,01;20210216
B3;24;UN;23,13;20210521
B3;48;UN;21,01;20210315
B3;72;UN;21,01;20210323
B3;72;UN;23,13;20210513
B3;96;UN;23,13;20210809
B3;96;UN;23,13;20210616
B3;144;UN;23,13;20210714
A8;135;UN;7,47;20210724
A9;25;UN;128,28;20210724
B0;600;UN;28,21;20210724
B1;45;UN;7,89;20210724
B4;45;UN;4,37;20210828
B2;72;UN;10,06;20210724
B3;120;UN;20,1;20210724
B0;60;UN;29,94;20210711
B0;60;UN;29,94;20210928
B0;120;UN;27,2;20210320
B0;120;UN;29,94;20210513
B0;120;UN;29,94;20210609
B0;180;UN;27,2;20210228
B0;180;UN;29,94;20210806
A8;360;UN;8,6;20210726
A8;675;UN;8,6;20210703
A8;1890;UN;8,6;20210927
B0;60;UN;29,5;20210314
B0;60;UN;32,47;20210703
B0;120;UN;32,47;20210617
B0;180;UN;32,47;20210526
B0;180;UN;32,47;20210820
B0;240;UN;32,47;20210922
B0;300;UN;32,47;20210726
B1;12;UN;8,26;20210314
B4;24;UN;5,02;20210830
B3;24;UN;23,13;20210526
B3;48;UN;23,13;20210617
B3;72;UN;23,13;20210726
A9;5;UN;133,17;20210321
B0;24;UN;29,29;20210321
B0;600;UN;29,5;20210317
B0;600;UN;32,24;20210619
B0;600;UN;32,24;20210913
B0;840;UN;32,24;20210717
B0;1200;UN;32,24;20210817
B0;1440;UN;29,5;20210317
B2;120;UN;2,66;20210902
B2;744;UN;2,53;20210915
A8;90;UN;7,93;20210806
A8;90;UN;7,93;20210708
A8;270;UN;7,93;20210924
A8;360;UN;7,93;20210830
A8;540;UN;7,93;20210811
B0;360;UN;29,94;20210810
B0;420;UN;29,94;20210610
B0;480;UN;29,94;20210623
B0;540;UN;29,94;20210616
B0;600;UN;27,2;20210326
B0;600;UN;29,94;20210819
B0;720;UN;29,94;20210806
B0;1020;UN;29,94;20210430
B0;1200;UN;29,94;20210522
B0;1260;UN;29,94;20210721
B0;1800;UN;29,94;20210922
B0;2160;UN;29,94;20210708
B0;2400;UN;27,2;20210301
B4;45;UN;4,63;20210708
B4;19800;UN;4,63;20210901
B4;25020;UN;4,63;20210712
B4;30240;UN;4,63;20210901
B2;24;UN;10,68;20210819
B2;48;UN;10,68;20210922
B2;384;UN;10,68;20210810
B2;504;UN;10,68;20210623
B2;1080;UN;10,68;20210708
B2;1152;UN;10,68;20210902
B3;48;UN;21,33;20210902
B3;96;UN;21,33;20210902
B3;120;UN;21,33;20210819
B3;192;UN;21,33;20210810
B3;216;UN;21,33;20210708
B3;312;UN;21,33;20210721
B3;384;UN;21,33;20210806
B3;456;UN;21,33;20210616
B3;456;UN;21,33;20210922
B3;528;UN;21,33;20210915
B2;48;UN;10,44;20210319
B2;120;UN;11,5;20210908
A8;45;UN;8,6;20210829
A8;45;UN;8,6;20210924
A8;90;UN;8,6;20210619
A8;135;UN;8,6;20210925
A8;225;UN;8,6;20210727
A8;315;UN;8,6;20210921
A8;405;UN;8,6;20210805
A8;450;UN;8,6;20210827
A8;450;UN;8,6;20210921
A8;1395;UN;8,6;20210626
B0;60;UN;29,5;20210228
B0;60;UN;32,47;20210819
B0;60;UN;32,47;20210830
B0;120;UN;29,5;20210228
B0;120;UN;32,47;20210916
B0;180;UN;29,5;20210228
B0;180;UN;32,47;20210812
B0;180;UN;32,47;20210925
B0;240;UN;29,5;20210228
B0;360;UN;32,47;20210805
B0;360;UN;32,47;20210910
B0;420;UN;29,5;20210228
B0;1080;UN;29,5;20210309
B0;1080;UN;29,5;20210309
B1;45;UN;8,26;20210328
B1;45;UN;9,09;20210619
B1;45;UN;9,09;20210727
B1;45;UN;9,09;20210923
B1;45;UN;9,09;20210925
B1;180;UN;9,09;20210626
B1;180;UN;9,09;20210910
B4;45;UN;5,02;20210410
B4;45;UN;5,02;20210626
B4;45;UN;5,02;20210925
B4;90;UN;4,56;20210319
B2;24;UN;10,51;20210309
B2;24;UN;10,51;20210328
B2;24;UN;10,51;20210329
B2;24;UN;11,58;20210427
B2;24;UN;11,58;20210508
B2;24;UN;11,58;20210619
B2;24;UN;11,58;20210721
B2;24;UN;11,58;20210812
B2;24;UN;11,58;20210829
B2;24;UN;11,58;20210916
B2;48;UN;10,51;20210329
B2;48;UN;11,58;20210522
B2;48;UN;11,58;20210529
B2;48;UN;11,58;20210626
B2;48;UN;11,58;20210727
B2;48;UN;11,58;20210819
B2;48;UN;11,58;20210830
B2;48;UN;11,58;20210923
B2;48;UN;11,58;20210925
B2;72;UN;11,58;20210805
B2;72;UN;11,58;20210910
B2;120;UN;11,58;20210609
B2;120;UN;11,58;20210722
B3;24;UN;21,01;20210328
B3;24;UN;21,01;20210216
B3;24;UN;21,01;20210226
B3;24;UN;23,13;20210508
B3;24;UN;23,13;20210516
B3;24;UN;23,13;20210529
B3;24;UN;23,13;20210716
B3;24;UN;23,13;20210722
B3;24;UN;23,13;20210727
B3;24;UN;23,13;20210805
B3;24;UN;23,13;20210902
B3;24;UN;23,13;20210902
B3;48;UN;21,01;20210309
B3;48;UN;21,01;20210309
B3;48;UN;23,13;20210812
B3;48;UN;23,13;20210819
B3;72;UN;23,13;20210522
B3;72;UN;23,13;20210609
B3;72;UN;23,13;20210630
B3;72;UN;23,13;20210630
A8;90;UN;7,75;20210218
A8;90;UN;7,75;20210313
A8;135;UN;7,75;20210318
A8;135;UN;7,81;20210322
A8;135;UN;8,54;20210615
A8;135;UN;8,54;20210630
A8;135;UN;8,54;20210720
A8;135;UN;8,54;20210814
A8;270;UN;8,54;20210922
B0;60;UN;29,29;20210228
B0;60;UN;32,24;20210720
B0;120;UN;32,24;20210615
B0;120;UN;32,24;20210814
B0;120;UN;32,24;20210915
B0;180;UN;29,5;20210321
B0;300;UN;29,29;20210228
B0;300;UN;32,24;20210830
B1;90;UN;8,2;20210218
B1;90;UN;9,02;20210615
B1;90;UN;9,02;20210630
B1;90;UN;9,02;20210831
B1;180;UN;9,02;20210720
B4;45;UN;4,99;20210630
B4;90;UN;4,99;20210826
B4;135;UN;4,56;20210322
B4;135;UN;4,99;20210720
B4;225;UN;4,53;20210318
B2;24;UN;11,5;20210720
B2;24;UN;11,5;20210915
B2;48;UN;10,44;20210318
B2;48;UN;11,5;20210615
B2;48;UN;11,5;20210830
B2;72;UN;10,44;20210218
B2;72;UN;10,51;20210322
B2;96;UN;11,5;20210630
B3;24;UN;21,01;20210322
B3;24;UN;22,97;20210510
B3;24;UN;22,97;20210528
B3;24;UN;22,97;20210615
B3;48;UN;20,87;20210313
B3;72;UN;22,97;20210720
B3;96;UN;22,97;20210814
B3;120;UN;22,97;20210915
A8;12;UN;8,6;20210422
A8;12;UN;8,6;20210422
A8;45;UN;8,6;20210507
A8;180;UN;8,6;20210703
A9;15;UN;147,63;20210711
B0;12;UN;32,47;20210507
B0;60;UN;29,5;20210228
B0;60;UN;29,5;20210308
B0;60;UN;29,5;20210308
B0;60;UN;32,47;20210516
B0;60;UN;32,47;20210529
B0;60;UN;32,47;20210724
B0;60;UN;32,47;20210427
B0;60;UN;32,47;20210621
B0;60;UN;32,47;20210830
B0;120;UN;32,47;20210611
B0;120;UN;32,47;20210703
B0;120;UN;32,47;20210813
B0;120;UN;32,47;20210913
B0;240;UN;32,47;20210711
B1;45;UN;8,26;20210328
B4;45;UN;5,02;20210913
B2;24;UN;11,58;20210830
B2;48;UN;11,58;20210611
B2;96;UN;11,58;20210711
B3;24;UN;23,13;20210711
B3;24;UN;23,13;20210703
B3;24;UN;23,13;20210806
A8;45;UN;8,6;20210421
A8;45;UN;8,6;20210615
A8;135;UN;8,6;20210720
B4;45;UN;4,56;20210322
B4;90;UN;5,02;20210615
B4;135;UN;4,56;20210318
B2;48;UN;11,58;20210819
B3;24;UN;23,13;20210615
B3;48;UN;23,13;20210720
A8;45;UN;7,7;20210212
A8;45;UN;7,7;20210212
A8;45;UN;7,7;20210301
A8;45;UN;7,7;20210301
A8;45;UN;7,7;20210306
A8;45;UN;7,7;20210306
A8;45;UN;7,7;20210306
A8;45;UN;7,7;20210308
A8;45;UN;7,7;20210308
A8;45;UN;7,7;20210308
A8;45;UN;7,7;20210309
A8;45;UN;7,7;20210309
A8;45;UN;8,48;20210727
A8;45;UN;8,48;20210727
A8;45;UN;8,48;20210625
A8;90;UN;7,7;20210301
A8;90;UN;7,7;20210306
A8;90;UN;7,7;20210319
A8;90;UN;8,48;20210727
A8;90;UN;8,48;20210610
A8;90;UN;8,48;20210610
A8;90;UN;8,48;20210610
A8;135;UN;7,7;20210212
A8;135;UN;7,7;20210301
A8;135;UN;7,7;20210319
A8;135;UN;7,7;20210319
A8;135;UN;8,48;20210609
A8;135;UN;8,48;20210625
A8;180;UN;7,7;20210319
A8;180;UN;7,7;20210319
A8;180;UN;8,48;20210625
A8;225;UN;7,7;20210306
A9;5;UN;145,58;20210610
B0;60;UN;32,02;20210727
B0;60;UN;32,02;20210609
B0;60;UN;32,02;20210625
B0;120;UN;32,02;20210727
B0;120;UN;32,02;20210625
B0;300;UN;29,09;20210301
B0;420;UN;29,09;20210306
B0;420;UN;29,09;20210306
B0;540;UN;32,02;20210610
B0;574;UN;32,02;20210427
B0;600;UN;29,09;20210301
B0;600;UN;29,09;20210301
B0;660;UN;29,09;20210301
B0;720;UN;29,09;20210301
B0;840;UN;32,02;20210610
B0;1680;UN;29,09;20210308
B0;1980;UN;32,02;20210625
B0;2580;UN;29,09;20210309
B0;3900;UN;29,09;20210306
B0;4560;UN;29,09;20210301
B0;10500;UN;29,09;20210309
B1;45;UN;8,14;20210212
B1;45;UN;8,14;20210212
B1;45;UN;8,14;20210212
B1;45;UN;8,14;20210301
B1;45;UN;8,14;20210306
B1;45;UN;8,14;20210308
B1;45;UN;8,14;20210309
B1;45;UN;8,14;20210309
B1;45;UN;8,14;20210319
B1;45;UN;8,96;20210727
B1;45;UN;8,96;20210727
B1;45;UN;8,96;20210625
B1;45;UN;8,96;20210831
B1;45;UN;8,96;20210831
B1;90;UN;8,14;20210301
B1;90;UN;8,14;20210306
B1;90;UN;8,14;20210319
B1;90;UN;8,96;20210831
B1;90;UN;8,96;20210610
B1;90;UN;8,96;20210625
B1;135;UN;8,14;20210301
B1;135;UN;8,96;20210727
B1;180;UN;8,14;20210319
B1;180;UN;8,96;20210727
B1;315;UN;8,14;20210222
B1;450;UN;8,96;20210625
B1;990;UN;8,96;20210831
B4;45;UN;4,5;20210212
B4;45;UN;4,5;20210301
B4;45;UN;4,5;20210301
B4;45;UN;4,5;20210301
B4;45;UN;4,5;20210308
B4;45;UN;4,5;20210309
B4;45;UN;4,96;20210625
B4;45;UN;4,96;20210625
B4;270;UN;4,5;20210222
